"Time","Species"
275190,"Starling"
275190,"Starling"
275250,"Blackbird"
275490,"Starling"
275520,"Collared Dove"
276030,"Finch"
276360,"Finch"
276510,"Blackbird"
276600,"Chaffinch"
276810,"Magpie"
276810,"Collared Dove"
276870,"Chaffinch"
276960,"Collared Dove"
277560,"Blackbird"
277620,"Finch"
277980,"Blackbird"
278070,"Chaffinch"
278220,"Magpie"
278670,"Collared Dove"
278760,"Collared Dove"
278880,"Starling"
279210,"Chaffinch"
279510,"Blackbird"
279570,"Chaffinch"
279720,"Blackbird"
279870,"Blackbird"
279990,"Chaffinch"
280230,"Magpie"
280530,"Finch"
280710,"Finch"
280710,"Starling"
280830,"Finch"
281100,"Blackbird"
281370,"Starling"
281520,"Magpie"
281820,"Starling"
281850,"Finch"
282240,"Collared Dove"
282630,"Chaffinch"
282630,"Chaffinch"
283110,"Collared Dove"
283200,"Chaffinch"
283230,"Finch"
283260,"Blackbird"
283590,"Blackbird"
283800,"Chaffinch"
283830,"Starling"
283950,"Chaffinch"
284010,"Magpie"
284760,"Finch"
285270,"Starling"
285330,"Collared Dove"
285450,"Magpie"
285870,"Magpie"
286050,"Finch"
286050,"Starling"
286440,"Finch"
286440,"Blackbird"
286650,"Collared Dove"
286650,"Chaffinch"
286770,"Collared Dove"
286950,"Starling"
287700,"Finch"
287820,"Finch"
288000,"Finch"
288450,"Chaffinch"
288930,"Starling"
289110,"Blackbird"
289290,"Blackbird"
289470,"Chaffinch"
289860,"Magpie"
289920,"Chaffinch"
289920,"Collared Dove"
290580,"Chaffinch"
290700,"Collared Dove"
290730,"Finch"
290850,"Collared Dove"
291570,"Finch"
292050,"Chaffinch"
292110,"Finch"
292350,"Magpie"
292590,"Magpie"
292800,"Collared Dove"
292890,"Magpie"
292980,"Finch"
293100,"Finch"
293160,"Blackbird"
293190,"Finch"
293520,"Chaffinch"
293520,"Magpie"
293520,"Finch"
293790,"Chaffinch"
293880,"Blackbird"
294030,"Chaffinch"
294090,"Chaffinch"
294210,"Blackbird"
294300,"Blackbird"
294330,"Blackbird"
294600,"Chaffinch"
294630,"Starling"
294660,"Starling"
294750,"Chaffinch"
294810,"Starling"
295020,"Chaffinch"
295110,"Starling"
295410,"Magpie"
295440,"Chaffinch"
296040,"Magpie"
296250,"Chaffinch"
296490,"Magpie"
296550,"Chaffinch"
296550,"Magpie"
296760,"Collared Dove"
296940,"Magpie"
296970,"Finch"
297660,"Blackbird"
297930,"Chaffinch"
298080,"Blackbird"
298410,"Finch"
298980,"Collared Dove"
299100,"Blackbird"
299640,"Magpie"
299670,"Collared Dove"
300390,"Chaffinch"
300510,"Finch"
300600,"Blackbird"
301500,"Chaffinch"
301620,"Collared Dove"
301680,"Starling"
301950,"Starling"
302160,"Starling"
302250,"Blackbird"
302340,"Magpie"
302340,"Starling"
302460,"Chaffinch"
302520,"Blackbird"
302550,"Chaffinch"
302790,"Finch"
302820,"Magpie"
302850,"Blackbird"
302910,"Finch"
302970,"Collared Dove"
303030,"Blackbird"
303150,"Finch"
303210,"Collared Dove"
303270,"Collared Dove"
303390,"Magpie"
303630,"Finch"
303900,"Chaffinch"
303960,"Magpie"
304080,"Chaffinch"
304440,"Magpie"
304620,"Blackbird"
304680,"Collared Dove"
304830,"Chaffinch"
304950,"Magpie"
305130,"Starling"
305310,"Starling"
305310,"Magpie"
305430,"Starling"
305640,"Chaffinch"
305670,"Collared Dove"
306330,"Starling"
306420,"Magpie"
306420,"Starling"
306660,"Chaffinch"
306960,"Chaffinch"
306960,"Blackbird"
307200,"Finch"
307200,"Starling"
307530,"Finch"
307560,"Finch"
308070,"Starling"
308130,"Starling"
308370,"Blackbird"
308760,"Chaffinch"
308820,"Chaffinch"
309570,"Collared Dove"
309600,"Collared Dove"
309600,"Blackbird"
310050,"Chaffinch"
310110,"Magpie"
310260,"Starling"
310620,"Chaffinch"
310890,"Collared Dove"
311070,"Starling"
311070,"Chaffinch"
311160,"Collared Dove"
311190,"Magpie"
311220,"Collared Dove"
311250,"Blackbird"
311400,"Collared Dove"
311760,"Blackbird"
311820,"Blackbird"
312150,"Magpie"
312210,"Magpie"
312300,"Finch"
312630,"Collared Dove"
313020,"Collared Dove"
313050,"Blackbird"
313200,"Collared Dove"
313500,"Collared Dove"
313620,"Finch"
313830,"Magpie"
314190,"Finch"
314430,"Blackbird"
314460,"Finch"
314520,"Collared Dove"
314640,"Finch"
314730,"Blackbird"
314820,"Blackbird"
314820,"Chaffinch"
314880,"Chaffinch"
315030,"Starling"
315180,"Starling"
315180,"Collared Dove"
315210,"Starling"
315480,"Magpie"
315660,"Starling"
315810,"Collared Dove"
315960,"Blackbird"
315990,"Blackbird"
316050,"Finch"
316290,"Starling"
316380,"Magpie"
316530,"Collared Dove"
316650,"Collared Dove"
316860,"Finch"
316920,"Blackbird"
317040,"Finch"
317250,"Chaffinch"
317400,"Blackbird"
317490,"Blackbird"
317550,"Finch"
317610,"Collared Dove"
317970,"Magpie"
318300,"Magpie"
318390,"Starling"
318870,"Magpie"
319170,"Magpie"
319230,"Collared Dove"
319230,"Magpie"
319560,"Finch"
320070,"Starling"
320250,"Chaffinch"
320580,"Starling"
320970,"Magpie"
320970,"Chaffinch"
321300,"Chaffinch"
321330,"Starling"
321540,"Blackbird"
321780,"Blackbird"
321810,"Finch"
321810,"Blackbird"
322200,"Finch"
322440,"Chaffinch"
322830,"Blackbird"
322920,"Blackbird"
323130,"Collared Dove"
323640,"Blackbird"
324150,"Magpie"
324210,"Collared Dove"
324600,"Magpie"
324750,"Collared Dove"
324960,"Collared Dove"
324960,"Starling"
324990,"Collared Dove"
325590,"Magpie"
326310,"Finch"
326700,"Magpie"
326910,"Finch"
327060,"Finch"
327450,"Blackbird"
327840,"Starling"
328200,"Collared Dove"
328350,"Magpie"
328440,"Starling"
328650,"Blackbird"
328740,"Starling"
329190,"Chaffinch"
329340,"Blackbird"
329580,"Magpie"
329820,"Chaffinch"
330270,"Finch"
330420,"Magpie"
330540,"Chaffinch"
330660,"Chaffinch"
331050,"Starling"
331080,"Collared Dove"
331080,"Chaffinch"
331380,"Blackbird"
331590,"Collared Dove"
331920,"Starling"
332130,"Starling"
332430,"Chaffinch"
332430,"Magpie"
332550,"Blackbird"
332580,"Blackbird"
332610,"Chaffinch"
332880,"Collared Dove"
332970,"Blackbird"
332970,"Finch"
333210,"Chaffinch"
333360,"Magpie"
333780,"Magpie"
333810,"Blackbird"
333870,"Magpie"
333870,"Finch"
333990,"Chaffinch"
334530,"Blackbird"
334680,"Collared Dove"
335070,"Chaffinch"
335130,"Finch"
335190,"Magpie"
335220,"Chaffinch"
335520,"Collared Dove"
335880,"Chaffinch"
336360,"Magpie"
336510,"Collared Dove"
336690,"Blackbird"
337020,"Starling"
337050,"Finch"
337050,"Collared Dove"
337200,"Chaffinch"
337620,"Blackbird"
337710,"Collared Dove"
337710,"Finch"
337890,"Chaffinch"
337890,"Blackbird"
338040,"Chaffinch"
338310,"Magpie"
338760,"Blackbird"
338790,"Collared Dove"
338880,"Magpie"
339390,"Chaffinch"
339540,"Magpie"
339840,"Starling"
339990,"Blackbird"
340410,"Collared Dove"
340650,"Collared Dove"
340830,"Chaffinch"
340950,"Collared Dove"
340980,"Chaffinch"
341070,"Chaffinch"
341190,"Finch"
341520,"Blackbird"
341550,"Blackbird"
341550,"Blackbird"
341580,"Finch"
341610,"Collared Dove"
341670,"Collared Dove"
341760,"Chaffinch"
342210,"Collared Dove"
342540,"Finch"
342960,"Finch"
343020,"Collared Dove"
343020,"Collared Dove"
343650,"Blackbird"
343920,"Blackbird"
344070,"Chaffinch"
344490,"Starling"
344520,"Blackbird"
344520,"Chaffinch"
344700,"Magpie"
344790,"Magpie"
344880,"Chaffinch"
344940,"Magpie"
345150,"Starling"
346350,"Finch"
346410,"Chaffinch"
346500,"Finch"
346650,"Finch"
346830,"Blackbird"
346890,"Finch"
346950,"Magpie"
346950,"Starling"
346980,"Blackbird"
346980,"Blackbird"
347160,"Finch"
347310,"Finch"
347340,"Collared Dove"
347610,"Blackbird"
347760,"Chaffinch"
348030,"Starling"
348150,"Finch"
348510,"Finch"
348630,"Finch"
348930,"Collared Dove"
348930,"Chaffinch"
348990,"Magpie"
349200,"Collared Dove"
349350,"Starling"
349380,"Collared Dove"
349470,"Finch"
350880,"Magpie"
350940,"Collared Dove"
351180,"Chaffinch"
351660,"Magpie"
351720,"Collared Dove"
351780,"Finch"
352290,"Magpie"
352560,"Chaffinch"
353070,"Collared Dove"
353190,"Chaffinch"
353250,"Starling"
353520,"Magpie"
354690,"Chaffinch"
354720,"Collared Dove"
354780,"Chaffinch"
354810,"Collared Dove"
354960,"Collared Dove"
355260,"Starling"
355290,"Blackbird"
355440,"Starling"
355470,"Collared Dove"
355530,"Chaffinch"
355560,"Magpie"
355620,"Magpie"
355770,"Finch"
355950,"Starling"
355980,"Collared Dove"
356340,"Blackbird"
356430,"Starling"
356640,"Blackbird"
357030,"Magpie"
357120,"Finch"
357210,"Blackbird"
357510,"Magpie"
357540,"Blackbird"
357570,"Collared Dove"
357690,"Blackbird"
357840,"Finch"
358140,"Collared Dove"
358200,"Chaffinch"
358770,"Starling"
359010,"Chaffinch"
359100,"Blackbird"
359250,"Blackbird"
359310,"Collared Dove"
359370,"Finch"
359460,"Collared Dove"
359820,"Collared Dove"
360030,"Magpie"
360270,"Magpie"
360870,"Blackbird"
361050,"Chaffinch"
361110,"Collared Dove"
361110,"Collared Dove"
361140,"Starling"
361230,"Finch"
361650,"Collared Dove"
361740,"Chaffinch"
362400,"Magpie"
362520,"Collared Dove"
362640,"Finch"
362640,"Starling"
362670,"Starling"
362760,"Chaffinch"
362910,"Starling"
363120,"Finch"
363240,"Magpie"
363450,"Blackbird"
364140,"Starling"
364230,"Chaffinch"
364320,"Blackbird"
364350,"Magpie"
364530,"Blackbird"
364530,"Magpie"
364680,"Starling"
365040,"Starling"
365070,"Blackbird"
365190,"Magpie"
365340,"Starling"
365490,"Chaffinch"
365490,"Finch"
365580,"Blackbird"
365610,"Finch"
365730,"Magpie"
365850,"Starling"
365910,"Collared Dove"
366390,"Finch"
366480,"Chaffinch"
366480,"Collared Dove"
366750,"Collared Dove"
367050,"Collared Dove"
367530,"Magpie"
367830,"Blackbird"
368010,"Blackbird"
368190,"Magpie"
368430,"Finch"
368580,"Magpie"
368790,"Collared Dove"
369510,"Starling"
369690,"Magpie"
369690,"Chaffinch"
370020,"Chaffinch"
370290,"Finch"
370290,"Finch"
370470,"Blackbird"
370710,"Finch"
370860,"Magpie"
370890,"Collared Dove"
370890,"Magpie"
371070,"Finch"
371160,"Collared Dove"
371160,"Starling"
371250,"Starling"
371340,"Magpie"
371430,"Finch"
371520,"Magpie"
371730,"Chaffinch"
371970,"Chaffinch"
372030,"Starling"
372510,"Finch"
372630,"Collared Dove"
373350,"Chaffinch"
373830,"Magpie"
373860,"Starling"
373920,"Blackbird"
374010,"Collared Dove"
374340,"Blackbird"
374400,"Chaffinch"
374400,"Collared Dove"
374400,"Finch"
374850,"Chaffinch"
374910,"Finch"
375150,"Starling"
375240,"Blackbird"
375270,"Collared Dove"
375330,"Magpie"
375600,"Collared Dove"
375930,"Magpie"
376050,"Finch"
376230,"Finch"
376290,"Finch"
376320,"Collared Dove"
376980,"Starling"
377220,"Starling"
377430,"Starling"
377610,"Finch"
377640,"Blackbird"
378480,"Starling"
378600,"Collared Dove"
378660,"Finch"
378840,"Chaffinch"
378900,"Starling"
378960,"Magpie"
379650,"Magpie"
379740,"Collared Dove"
379800,"Magpie"
379830,"Starling"
380010,"Chaffinch"
380250,"Collared Dove"
380340,"Collared Dove"
380370,"Magpie"
380640,"Finch"
381210,"Chaffinch"
381720,"Collared Dove"
382020,"Chaffinch"
382020,"Starling"
382290,"Collared Dove"
382620,"Magpie"
382860,"Collared Dove"
382860,"Collared Dove"
383100,"Finch"
383160,"Finch"
383490,"Chaffinch"
383670,"Starling"
384060,"Collared Dove"
384300,"Blackbird"
384330,"Magpie"
384540,"Blackbird"
384990,"Chaffinch"
385290,"Blackbird"
385590,"Magpie"
385710,"Blackbird"
386130,"Blackbird"
386220,"Starling"
386220,"Collared Dove"
386370,"Collared Dove"
386430,"Collared Dove"
386430,"Magpie"
386490,"Magpie"
386910,"Magpie"
387120,"Collared Dove"
387360,"Chaffinch"
387390,"Starling"
387630,"Blackbird"
387720,"Magpie"
387750,"Collared Dove"
387810,"Starling"
388050,"Collared Dove"
388110,"Magpie"
388200,"Finch"
388290,"Collared Dove"
388410,"Chaffinch"
389310,"Finch"
389700,"Blackbird"
390210,"Magpie"
390270,"Chaffinch"
390330,"Starling"
390330,"Chaffinch"
390510,"Collared Dove"
390540,"Magpie"
390750,"Collared Dove"
390780,"Finch"
390780,"Collared Dove"
390840,"Starling"
390870,"Chaffinch"
391470,"Finch"
391470,"Collared Dove"
391620,"Chaffinch"
391860,"Chaffinch"
391920,"Magpie"
392190,"Starling"
392970,"Magpie"
393000,"Magpie"
393150,"Collared Dove"
393750,"Collared Dove"
394020,"Magpie"
394320,"Collared Dove"
394320,"Finch"
394380,"Magpie"
395550,"Chaffinch"
395580,"Blackbird"
395850,"Starling"
396120,"Collared Dove"
396270,"Finch"
396510,"Finch"
396570,"Starling"
396600,"Blackbird"
396630,"Blackbird"
396660,"Starling"
396750,"Blackbird"
396840,"Blackbird"
396930,"Magpie"
396960,"Collared Dove"
397140,"Starling"
397470,"Blackbird"
397560,"Magpie"
397650,"Starling"
397800,"Blackbird"
398070,"Collared Dove"
398100,"Collared Dove"
398190,"Chaffinch"
398370,"Chaffinch"
398430,"Collared Dove"
398850,"Collared Dove"
398850,"Blackbird"
398940,"Chaffinch"
399030,"Magpie"
399090,"Magpie"
399210,"Chaffinch"
399480,"Starling"
399510,"Blackbird"
399540,"Magpie"
400350,"Chaffinch"
400860,"Finch"
401040,"Finch"
401490,"Collared Dove"
401580,"Collared Dove"
402030,"Chaffinch"
402240,"Starling"
402450,"Blackbird"
402690,"Blackbird"
402810,"Magpie"
402870,"Blackbird"
402960,"Chaffinch"
403290,"Finch"
403290,"Magpie"
403620,"Magpie"
404580,"Magpie"
404610,"Collared Dove"
404730,"Magpie"
405330,"Magpie"
406050,"Blackbird"
406170,"Chaffinch"
406170,"Blackbird"
406440,"Magpie"
406500,"Finch"
406590,"Chaffinch"
406650,"Collared Dove"
406770,"Collared Dove"
407010,"Chaffinch"
407040,"Chaffinch"
407070,"Collared Dove"
407130,"Starling"
407730,"Chaffinch"
408420,"Chaffinch"
408870,"Blackbird"
409050,"Collared Dove"
409320,"Finch"
409470,"Magpie"
409500,"Magpie"
409500,"Finch"
409530,"Magpie"
409980,"Finch"
410160,"Magpie"
410340,"Magpie"
410400,"Blackbird"
410580,"Finch"
410700,"Finch"
411420,"Collared Dove"
411990,"Chaffinch"
412770,"Starling"
412800,"Magpie"
413190,"Collared Dove"
413310,"Chaffinch"
413310,"Starling"
413370,"Collared Dove"
414060,"Blackbird"
414180,"Blackbird"
414180,"Collared Dove"
414360,"Magpie"
414390,"Blackbird"
414420,"Magpie"
414480,"Collared Dove"
414900,"Blackbird"
414960,"Blackbird"
415380,"Magpie"
415770,"Starling"
415800,"Magpie"
416070,"Chaffinch"
416190,"Starling"
416280,"Finch"
416580,"Magpie"
416610,"Chaffinch"
416610,"Magpie"
416820,"Finch"
417030,"Collared Dove"
417540,"Collared Dove"
417540,"Collared Dove"
417750,"Starling"
417960,"Collared Dove"
418020,"Collared Dove"
418680,"Chaffinch"
418830,"Starling"
418920,"Collared Dove"
419070,"Collared Dove"
419190,"Starling"
419220,"Chaffinch"
419490,"Chaffinch"
419970,"Collared Dove"
420210,"Chaffinch"
420390,"Magpie"
420420,"Collared Dove"
420420,"Finch"
421230,"Blackbird"
421260,"Magpie"
421380,"Collared Dove"
421410,"Blackbird"
421530,"Blackbird"
421590,"Magpie"
421620,"Blackbird"
421800,"Blackbird"
421860,"Finch"
422190,"Finch"
422220,"Magpie"
422340,"Starling"
422340,"Chaffinch"
422340,"Chaffinch"
423150,"Blackbird"
423270,"Chaffinch"
423480,"Finch"
423720,"Blackbird"
423720,"Blackbird"
424110,"Blackbird"
424260,"Magpie"
424410,"Finch"
425490,"Blackbird"
425730,"Blackbird"
425730,"Finch"
425940,"Chaffinch"
426060,"Blackbird"
426180,"Chaffinch"
426330,"Finch"
426570,"Chaffinch"
426630,"Magpie"
426660,"Starling"
426780,"Chaffinch"
426870,"Starling"
427500,"Magpie"
428130,"Chaffinch"
428220,"Finch"
429330,"Collared Dove"
429630,"Magpie"
429900,"Chaffinch"
429960,"Chaffinch"
430140,"Collared Dove"
430290,"Magpie"
430410,"Chaffinch"
430770,"Blackbird"
430830,"Magpie"
431340,"Starling"
431490,"Finch"
431610,"Magpie"
431790,"Blackbird"
431910,"Finch"
432210,"Collared Dove"
432270,"Starling"
432690,"Collared Dove"
433200,"Magpie"
433380,"Chaffinch"
433410,"Finch"
433590,"Magpie"
433650,"Blackbird"
433830,"Blackbird"
433860,"Blackbird"
433890,"Chaffinch"
433920,"Chaffinch"
434730,"Starling"
434940,"Magpie"
435180,"Collared Dove"
436020,"Collared Dove"
436080,"Magpie"
436650,"Starling"
437040,"Blackbird"
437100,"Finch"
437220,"Magpie"
437670,"Blackbird"
437850,"Collared Dove"
437880,"Finch"
438090,"Collared Dove"
438180,"Magpie"
438330,"Chaffinch"
438600,"Magpie"
439020,"Chaffinch"
439290,"Blackbird"
439560,"Starling"
439590,"Magpie"
439620,"Starling"
439950,"Blackbird"
440130,"Finch"
440490,"Starling"
440760,"Magpie"
440760,"Magpie"
440850,"Finch"
441120,"Starling"
441150,"Chaffinch"
441210,"Starling"
441390,"Magpie"
441990,"Collared Dove"
442140,"Collared Dove"
442260,"Starling"
442350,"Finch"
442500,"Collared Dove"
442650,"Starling"
442710,"Starling"
442770,"Starling"
442890,"Magpie"
443220,"Chaffinch"
443250,"Collared Dove"
443400,"Blackbird"
443820,"Collared Dove"
443850,"Blackbird"
444060,"Finch"
444180,"Collared Dove"
444210,"Chaffinch"
444390,"Blackbird"
444570,"Finch"
445260,"Collared Dove"
445560,"Starling"
445590,"Starling"
445710,"Starling"
445830,"Chaffinch"
445920,"Collared Dove"
446100,"Magpie"
446190,"Blackbird"
446190,"Chaffinch"
446580,"Starling"
446790,"Blackbird"
446880,"Blackbird"
447000,"Chaffinch"
447210,"Blackbird"
447480,"Collared Dove"
447570,"Magpie"
447840,"Blackbird"
448800,"Blackbird"
448830,"Collared Dove"
449160,"Starling"
449310,"Chaffinch"
449460,"Collared Dove"
449760,"Blackbird"
449850,"Magpie"
450060,"Blackbird"
450150,"Magpie"
450150,"Chaffinch"
450270,"Blackbird"
450420,"Chaffinch"
450510,"Finch"
450570,"Collared Dove"
450600,"Finch"
450840,"Chaffinch"
451020,"Starling"
451230,"Magpie"
451470,"Blackbird"
451680,"Blackbird"
452100,"Chaffinch"
452370,"Chaffinch"
453120,"Starling"
453270,"Starling"
453960,"Collared Dove"
454140,"Magpie"
454350,"Blackbird"
454500,"Blackbird"
454560,"Chaffinch"
454560,"Chaffinch"
454560,"Collared Dove"
454920,"Blackbird"
455130,"Chaffinch"
455520,"Starling"
455520,"Chaffinch"
455550,"Magpie"
455970,"Blackbird"
456210,"Starling"
456390,"Chaffinch"
456420,"Collared Dove"
456480,"Blackbird"
456630,"Starling"
456840,"Blackbird"
457920,"Collared Dove"
458010,"Finch"
458820,"Chaffinch"
458910,"Chaffinch"
458970,"Starling"
458970,"Chaffinch"
458970,"Magpie"
459000,"Finch"
459990,"Blackbird"
460050,"Collared Dove"
460500,"Starling"
460590,"Chaffinch"
461040,"Finch"
462090,"Chaffinch"
462300,"Starling"
462630,"Starling"
463020,"Blackbird"
463860,"Starling"
464310,"Finch"
464340,"Magpie"
464370,"Blackbird"
464370,"Finch"
464430,"Finch"
464610,"Magpie"
464790,"Magpie"
464910,"Blackbird"
465120,"Magpie"
465150,"Finch"
465300,"Starling"
465330,"Collared Dove"
465480,"Starling"
465510,"Starling"
465570,"Finch"
465600,"Blackbird"
465630,"Chaffinch"
466440,"Collared Dove"
466500,"Magpie"
466800,"Magpie"
467040,"Collared Dove"
467160,"Chaffinch"
467190,"Collared Dove"
467340,"Starling"
467700,"Blackbird"
467970,"Chaffinch"
468810,"Magpie"
468930,"Collared Dove"
468960,"Chaffinch"
469110,"Chaffinch"
469230,"Chaffinch"
469440,"Finch"
469440,"Chaffinch"
470730,"Chaffinch"
470880,"Magpie"
471030,"Chaffinch"
471210,"Finch"
471240,"Finch"
471330,"Finch"
471420,"Finch"
471870,"Collared Dove"
472020,"Collared Dove"
472050,"Finch"
472050,"Chaffinch"
472110,"Magpie"
472500,"Finch"
472500,"Starling"
472830,"Collared Dove"
472980,"Finch"
473640,"Magpie"
473790,"Starling"
474060,"Collared Dove"
474090,"Starling"
474690,"Finch"
474840,"Finch"
475020,"Blackbird"
475140,"Starling"
475530,"Starling"
475590,"Finch"
475740,"Starling"
475800,"Finch"
476070,"Finch"
476640,"Starling"
476670,"Starling"
476790,"Collared Dove"
476820,"Starling"
477120,"Magpie"
477120,"Chaffinch"
477150,"Collared Dove"
477240,"Collared Dove"
477390,"Chaffinch"
477480,"Blackbird"
477780,"Magpie"
477930,"Chaffinch"
478050,"Magpie"
478440,"Blackbird"
478680,"Magpie"
478710,"Chaffinch"
478770,"Magpie"
478830,"Chaffinch"
479160,"Starling"
480120,"Starling"
480600,"Blackbird"
480600,"Collared Dove"
480750,"Blackbird"
481080,"Magpie"
481500,"Collared Dove"
482130,"Chaffinch"
482220,"Finch"
483180,"Magpie"
483450,"Finch"
483720,"Starling"
483750,"Magpie"
483750,"Finch"
483930,"Collared Dove"
484050,"Starling"
484170,"Chaffinch"
484230,"Blackbird"
484500,"Finch"
484740,"Collared Dove"
484890,"Starling"
485040,"Collared Dove"
485040,"Collared Dove"
485220,"Finch"
485580,"Starling"
485850,"Blackbird"
486090,"Starling"
486150,"Chaffinch"
486540,"Magpie"
486540,"Finch"
487290,"Collared Dove"
487560,"Blackbird"
487620,"Collared Dove"
487710,"Chaffinch"
487890,"Finch"
488160,"Blackbird"
488190,"Magpie"
488910,"Blackbird"
489300,"Finch"
489570,"Magpie"
489990,"Blackbird"
490230,"Starling"
490680,"Collared Dove"
490980,"Magpie"
491010,"Chaffinch"
491070,"Starling"
491160,"Blackbird"
491400,"Finch"
491520,"Chaffinch"
491550,"Finch"
491670,"Starling"
492060,"Finch"
493230,"Blackbird"
493230,"Finch"
493260,"Magpie"
493650,"Finch"
493830,"Magpie"
493890,"Finch"
493980,"Collared Dove"
494010,"Blackbird"
494220,"Blackbird"
494940,"Starling"
495600,"Blackbird"
495690,"Starling"
496020,"Finch"
496620,"Collared Dove"
496710,"Finch"
497460,"Chaffinch"
497760,"Chaffinch"
497880,"Collared Dove"
498120,"Collared Dove"
498480,"Blackbird"
498660,"Chaffinch"
499080,"Blackbird"
499200,"Chaffinch"
499650,"Blackbird"
500190,"Magpie"
500370,"Chaffinch"
500430,"Chaffinch"
500700,"Finch"
500760,"Starling"
500940,"Starling"
501630,"Starling"
501690,"Finch"
501810,"Magpie"
501870,"Blackbird"
501960,"Finch"
502050,"Collared Dove"
502050,"Starling"
502380,"Starling"
502530,"Magpie"
502890,"Starling"
503070,"Chaffinch"
503790,"Collared Dove"
503850,"Chaffinch"
504300,"Blackbird"
504360,"Collared Dove"
504450,"Blackbird"
504900,"Chaffinch"
504930,"Blackbird"
505440,"Starling"
505500,"Blackbird"
505650,"Blackbird"
505860,"Finch"
506070,"Starling"
506430,"Collared Dove"
506490,"Collared Dove"
506520,"Collared Dove"
506820,"Finch"
507330,"Starling"
507450,"Magpie"
507720,"Finch"
507750,"Starling"
507780,"Collared Dove"
507840,"Collared Dove"
507990,"Magpie"
508170,"Blackbird"
508230,"Finch"
508440,"Blackbird"
508560,"Starling"
508650,"Collared Dove"
508710,"Blackbird"
508770,"Finch"
509970,"Finch"
510150,"Blackbird"
510210,"Collared Dove"
